"ID","count.11121","count.11122","count.11123","count.11221","count.11222","count.11223","count.11321","count.11323","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12221","count.12222","count.12223","count.12321","count.12323","count.12921","count.12922","count.12923","count.19921","count.19922","count.19923","count.19991","count.19993","count.91921","count.91922","count.91923","count.92921","count.92922","count.92923","count.92991","count.92993","count.99921","count.99922","count.99923","count.99991","count.99992","count.99993","count.11322","count.19221","count.19223","count.91121","count.91122","count.91123","count.91221","count.91222","count.91223","count.92121","count.92122","count.92123","count.99121","count.99123","count.99223","NUTS_ID"
1,289419,6453,1475199,6102,439,20173,243,2423,8262587,558768,32621316,5966,592,80275,1312,469,4736,335,5632,67745,1326,514786,101586,5778,797554,631,3294,566555,17403,4226018,48485,562,422502,29,18,152076,8311,1185457,3082,173,10418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HR03"
2,72632,783,959057,0,0,0,2078,136197,0,0,0,21810,1193,25942,0,0,0,579,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SI03"
3,682275,23969,2082788,89951,7606,104007,0,183,18687,569,53039,35783,18535,63313,44765,10654,40363,0,0,5232,1723,72270,17,10,2196,0,0,7392,1332,26878,2,1,292,0,0,120,16,844,0,0,0,0,10,421,36944,6648,57390,1126,113,4492,1033,133,6109,6,192,2,"SI04"
