"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99911","count.99913","NUTS_ID"
1,851704,27984,9230629,354136,9017,4159422,26446,3430,542252,13619574,163186,49310453,2299004,66750,15930287,162263,7519,2521541,19327,755,131988,10733,337,57814,4073,26,427356,155,1185,"FI1D"
