"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11221","count.11222","count.11223","count.12211","count.12212","count.12213","NUTS_ID"
1,822572,25237,1163418,151431,1979,88463,87,38,7375,57168,1027,224445,31303,224,261642,2237237,99639,3750689,1272904,19750,991139,25962,331,87436,120519,1005,765449,0,0,0,0,0,0,"ITC1"
2,5338829,842593,32699458,4867134,99323,14947982,724475,237911,6554057,439931,12018,2663437,776532,3695,2167839,951089,181595,3820890,1527910,7412,2379927,25668,4297,635311,285992,846,937923,264637,18289,1712669,403044,85669,2173149,"FRL0"
