"ID","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.92911","count.92912","count.92913","count.99911","count.99913","NUTS_ID"
1,63893,6403,261985,1496,117,14077,1623,14,5844,371,2696,"ITG1"
