"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12221","count.12222","count.12223","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32923","count.11311","count.11312","count.11313","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.32921","count.32922","NUTS_ID"
1,144446,44341,532272,574006,80740,1724530,40646,15348,115928,126122,17514,401236,342,192,6265,3341,1626,24633,7645,1548,32381,1087012,114375,2037537,6437540,610259,24214044,181,488,2552,15430,2634,57021,40273,5761,30153,163558,21851,490498,2673,151,63658,27500,1906,253348,248022,53668,239438,12382,1174,27564,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRK2"
2,271298,76297,447577,62894,9724,142251,12900,1551,34382,0,0,0,3,0,276,2639,433,38387,1406,307,4482,2270322,359352,3521706,1481942,153586,3006571,2071,927,5169,0,0,0,17691,2689,162104,58710,3782,277632,4664,674,63203,252,0,16053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRJ1"
3,985722,319476,1638874,360481,68183,416839,1070,978,2947,0,0,0,12025,2052,10353,7363,1492,46129,29,0,545,5171753,1752332,9363475,6609513,2134239,11880068,0,5,0,0,0,0,268373,82169,508240,427236,168285,2290568,29193,7925,131980,10222,2825,42987,534271,111139,695010,21196,3257,20253,11473,29509,13570,54790,267731,74473,667071,20021,7540,31163,835,116,4399,1309,368,"FRK1"
