"ID","count.12111","count.12112","count.12113","count.12131","count.12132","count.12133","count.12311","count.12312","count.12313","count.12331","count.12332","count.12333","count.12911","count.12912","count.12913","count.12931","count.12932","count.12933","NUTS_ID"
1,1849346,252206,9148552,2973365,708145,16703064,43201,9586,674295,124,45,4831,33250,4119,130911,78284,21307,171409,"RO22"
2,3154386,1112852,40787331,465220,568270,12976279,46454,17585,398792,0,0,0,243377,69236,1399330,38219,35500,262681,"RO31"
3,416808,179441,4275735,0,0,0,7677,8709,214201,0,0,0,61376,20212,434289,0,0,0,"RO32"
