"ID","count.91911","count.91912","count.91913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99993","NUTS_ID"
1,2556,12,10856,54764,8639,208791,26225,2748,127942,1935,"EL41"
