"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.39111","count.39112","count.39113","count.39911","count.39912","count.39913","count.91111","count.91112","count.91113","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92992","count.92993","count.99111","count.99112","count.99113","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","count.19111","count.19112","count.19113","NUTS_ID"
1,247281,394659,3397140,17798,20594,266454,11656,5770,69855,1893792,2696491,15344135,124471,144237,1039888,128012,72347,680075,67423,31607,53482,1145781,1231103,2559757,300107,355422,653833,12669,8130,75938,6719090,8231262,11822715,1453002,1611611,2274549,149403,56095,425618,9393,10121,28165,6293,1471,19116,4807,10829,3037,380149,503758,981107,15679,11661,21794,79582,58171,255011,280,90,991,89383,39894,124219,271,126370,35009,334697,4054,1013,7555,0,0,0,"DE94"
2,0,0,0,0,0,0,0,0,0,978430,1546728,7936134,30347,58932,153683,103119,56016,368178,3712,956,14227,0,0,0,0,0,0,0,0,0,437970,864757,1396576,1624,2114,7804,32977,23830,92676,0,0,0,15,0,1437,0,0,0,7213,3863,7514,0,0,0,9049,1808,26153,0,0,0,1,0,55,0,2442,218,7937,0,0,0,126,17,1524,"NL11"
3,0,0,0,0,0,0,0,0,0,696758,1048651,4405902,27109,31752,284063,12276,10210,59454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL13"
