"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11313","count.11911","count.11912","count.11913","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12221","count.12222","count.12223","count.12321","count.12323","count.12911","count.12912","count.12913","count.12923","count.11311","count.11312","count.11321","count.11322","count.11323","count.11921","count.11922","count.12322","count.12921","count.12922","NUTS_ID"
1,473547,85635,6015997,279653,26669,2353377,247900,62142,951942,139633,15072,506567,1665,626,290,24501,276,82483,43157,809922,53552,4265,2189327,44981,31260,448099,467,21,18024,24,3401,7774,2852,189284,398,0,0,0,0,0,0,0,0,0,0,"FRK2"
2,49208,39770,817156,0,0,0,27037,19021,230431,0,0,0,0,1,1,6851,0,118310,268899,1606644,0,0,0,59919,95485,761231,0,0,0,0,0,14282,8725,236538,0,0,0,0,0,0,0,0,0,0,0,"FRL0"
3,3253076,595379,27603582,1088281,100784,5491934,1800852,422947,6455667,308841,19033,881747,57406,26548,4984,398690,58269,1329869,660842,6696077,1687633,109668,18373404,247521,123522,1567145,15084,1529,155280,9916,205154,74540,28629,603884,47915,891,38,98,1,15503,2194,313,403,602,33,"FRJ1"
