"ID","count.11111","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.92111","count.92113","count.92211","count.92213","count.92911","count.92912","count.92913","count.99991","count.99992","count.99993","count.19911","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92112","count.92212","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,659,56963,25505,78,470958,2635,5,31898,7689,11,107878,66816,436,1791579,14199,67,134447,990,25836,1514,30954,2306,6,14876,64,1,1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES52"
2,828,190807,9333,282,356454,1113,0,22598,14238,193,256884,45231,217,635056,1054,80,33924,24157,220988,2337,133042,2797,120,175621,203,0,3906,72,235,97,1,25763,584,16,98837,35,12,6114,277,42,797,4,32531,5952,32,118514,"ES51"
