"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92992","count.92993","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99993","count.12991","count.12993","count.19991","count.19993","count.39111","count.39112","count.39113","count.39911","count.39912","count.39913","count.99991","count.99992","NUTS_ID"
1,139928,136833,957451,67966,68085,443458,1156,2057,18728,1139871,1431762,3611171,89319,169367,418601,91415,32512,210391,13944,13553,59766,1540,753,4619,15335,6177,34477,171662,236520,784897,75503,78523,362273,1120,223,4857,1057861,1737520,3030875,133610,177212,359402,26369,6990,41641,32896,19911,26788,1198,1230,4880,57457,8853,78400,133993,85825,303688,1167,43,1257,212111,17246,450062,1751,3,6569,84603,29512,199573,10502,5111,52196,228528,38655,301735,644,0,0,0,0,0,0,0,0,0,0,0,0,"DEF0"
2,344,154,1071,0,0,0,0,0,679,2545318,2250035,12727893,2319347,2472322,12395780,190615,54346,595894,7948,1958,34063,508,114,1281,2987,460,76506,0,0,0,0,0,0,0,0,0,321657,350942,1463699,345328,473745,2012883,12595,11716,14394,0,0,0,0,0,0,0,0,0,577967,224258,1570169,62545,35020,289615,538516,104973,1089262,782,1,7141,1916,184,16924,22,0,225,46753,2858,172532,20689,6,89,7,54,39,1,135,282,1,940,2530,265,"DK03"
