"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92213","count.92911","count.92912","count.92913","count.99113","count.99911","count.99912","count.99913","count.92212","count.92311","count.92313","count.92993","NUTS_ID"
1,2063604,22760,5026306,4465,77,29391,127389,2063,328202,40951,550,409673,501920,9791,2558292,2138,89,31140,13325,282,48798,17746,753,304777,9105,171,23,27114,33357,1464,278473,2619,38,13584,6430,254,38930,4822,51,41354,518,941,1941,206,57172,2441,42,1,6099,0,0,0,0,"ES61"
2,396660,23332,4540794,338880,17941,2435362,725,63,1712,9021,357,62103,1737473,51742,17815972,70640,4655,302380,224399,2243,2277375,21772,1943,738656,549,0,0,14279,1337,52,4988,0,0,0,0,49,404,58911,3604,241417,3074,17239,5715,455,209287,405,0,0,8211,329,11,25796,3774,"PT15"
3,96,0,518,0,0,0,34,9,2240,257,0,5667,3560583,45893,6424171,0,0,0,2071687,17673,2758770,18609,291,154536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PT1C"
