"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12113","count.12911","count.12912","count.12913","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92113","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.19911","count.19913","count.92112","count.12112","count.12311","count.12312","count.12313","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19912","count.92311","count.92312","count.92313","count.92993","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","NUTS_ID"
1,5580,9400,192113,28,305,10342,2036,461,8048,1,1369,509,162,2555,508,805,43430,125,243,8457,4438,1510,56676,4,457,1705,1535,12874,37,167,9769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEF0"
2,0,0,0,0,0,0,0,0,0,0,0,928,0,168,0,0,0,0,0,0,0,0,0,372,15064,4517,5949,55808,7,174,2041,82,114,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DK02"
3,2607783,2505447,25707771,52856,49602,525964,97263,41745,484219,2731176,12924386,87295,37309,950790,41410,42519,393628,44,144,7278,9727,1474,30697,112271,681650,85588,61888,267245,172924,78666,468779,25748,89611,90994,2077888,107528,66903,417297,27089,17427,91872,1558,3245,21786,15270,5509,2572,27782,6,28725,38976,199905,5880,8779,122864,"DE80"
