"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.11921","count.11923","count.11991","count.11993","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.19991","count.19993","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.91991","count.91993","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,979214,13860,6498395,105167,262,709753,45619,496,184941,627,15,39358,223990,1410,647397,599,29185,868,17635,344698,5330,4983981,65030,1683,816982,3029,1971,21783,1184,203718,2713,145,47295,6917,133,53377,35139,1093,208735,279,6336,516056,15130,2250133,87703,4932,481931,72614,1091,118606,586023,26910,2030217,306346,24896,2142532,7185,840,45090,38096,160,235062,5380,11,7483,44060,65,92970,249,7255,38776,489,627596,2528,1,5801,22240,243,120880,818,25,19631,683,9,10808,12514,83,64602,37240,122,58870,"EL43"
