"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.92993","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","count.11993","count.91991","count.91993","NUTS_ID"
1,276253,20422,4570363,50531,180,231180,68148,4839,298488,4429,3,5568,21702,4110,243489,370405,23657,4111515,20508,383,70745,164674,12160,592808,87823,7722,273976,6976,365,17357,3915,162,17849,7978,266,49271,35235,1153,230945,20701,985,68081,34730,3004,184950,41234,9202,453434,91944,5828,352715,80637,6194,406734,14,68738,152,111135,9953,130,20945,94737,2592,962813,460,22,13367,0,0,0,"EL42"
2,0,0,0,0,0,0,0,0,0,0,0,0,60381,602,160581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,14482,0,0,0,0,0,0,19710,98,290537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,55,58668,16,1,1508,22,10,2598,"TR32"
