"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.99111","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,15274877,5990625,32776735,493384,218630,2874063,199386,51613,1162127,146751,106701,571414,8702,6628,59043,700,304,3996,25,33,24881,1775,17,96956,120317,29083,476087,486,3,2561,39974,2143,702466,50,8479,16118,1187,144945,"LT02"
