"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.39113","count.39311","count.39312","count.39313","count.39911","count.39912","count.39913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","NUTS_ID"
1,289440,106185,506342,119388,42459,142860,22590,5104,100396,7259,3253,9194,208,216,112,5859,1927,33132,11967,10106,22885,8636,9181,14343,905358,436409,1443179,279622,161092,498849,28909,3536,36553,39,201,39,433,2834,1183,9772,159497,69496,291667,47027,22729,80964,7620,2327,34459,5662,2656,16881,2076,599,8216,14209,3151,55538,"FRD1"
