"ID","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12911","count.12912","count.12913","count.12931","count.12932","count.12933","count.19911","count.19912","count.19913","count.31911","count.31912","count.31913","count.31931","count.31932","count.31933","count.32911","count.32912","count.32913","count.32931","count.32932","count.32933","count.39913","count.91911","count.91912","count.91913","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","NUTS_ID"
1,892542,53408,3456599,2502,1983,75131,5833248,401653,34588180,125658,34538,1752938,15744,1996,170307,356214,20195,2416029,9,271,11259,503412,22093,2199900,5760,1567,72240,521,76954,6232,290083,525988,66121,3265398,77070,18039,713860,"CY00"
