"ID","count.11111","count.11112","count.11113","count.11131","count.11132","count.11133","count.11211","count.11212","count.11213","count.11231","count.11232","count.11233","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12111","count.12112","count.12113","count.12131","count.12132","count.12133","count.12211","count.12212","count.12213","count.12231","count.12232","count.12233","count.12911","count.12912","count.12913","count.12931","count.12932","count.12933","count.19211","count.19212","count.19213","count.19231","count.19233","count.19913","count.19931","count.19932","count.19933","count.19991","count.19993","count.91111","count.91112","count.91113","count.91133","count.91211","count.91212","count.91213","count.91231","count.91232","count.91233","count.91911","count.91912","count.91913","count.91931","count.91932","count.91933","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92231","count.92232","count.92233","count.92911","count.92913","count.92931","count.92932","count.92933","count.99913","count.99931","count.99932","count.99933","count.99993","NUTS_ID"
1,423668,3889,3764468,9813,1,27339,401634,12934,5264394,272949,5203,2500037,80277,363,324996,13968,451,271033,4123,15,94639,1618,6,6921,31316,1323,596248,118763,5237,742465,597,26,7906,6557,616,123241,44,1,933,50,3249,95,3363,1,27452,335,1554,10171,120,155621,5739,5802,831,130867,8002,507,188254,818,2,24696,3266,104,89124,410,115,19275,1864,910,38984,8079,480,33234,274,3915,961,204,21608,4452,816,238,5813,64,"ES52"
