"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.11111","count.11112","count.11113","count.11311","count.11313","count.19111","count.19112","count.19113","count.19913","count.31113","count.39911","count.39912","count.39913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99113","count.99911","count.99912","count.99913","count.99991","count.99993","count.11312","count.11911","count.11912","count.11913","count.19911","count.19912","count.92311","count.92312","count.92313","count.99111","count.99112","NUTS_ID"
1,344660,180092,2097077,168640,96600,514123,27394,9961,531393,1421664,842030,5720999,1439756,773502,3937567,27688,11574,220588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE23"
2,692798,637542,4170826,55299,38507,197277,34066,34959,379453,2577276,2262098,12242606,750578,592872,2522921,58778,36039,622807,1030,1047,8106,1,157,115,32,2328,4144,17,747,94,26353,101207,93170,592595,3559,1245,74825,359,684,22,38328,295,24019,0,0,0,0,0,0,0,0,0,0,0,"BE25"
3,0,0,0,0,0,0,0,0,0,3554,2447,15453,2028,1450,6679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE32"
4,8471,7111,102496,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,73314,51231,675324,1,31,0,0,0,0,0,0,0,0,28,2,465,0,0,0,0,0,0,0,0,0,1,318,108,2074,0,0,0,0,0,0,0,"FRE1"
5,902762,520903,5968790,62661,26411,237010,125832,40805,653236,76677,55283,332952,10591,8432,20291,0,0,0,0,0,0,0,0,48,43,3913,27066,0,0,0,0,261802,196755,1759274,74955,27304,398124,5254,11363,2616,111059,0,0,0,0,0,0,1070,277,14396,11218,53367,518,140,"NL34"
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL36"
