"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92113","count.92313","count.92913","NUTS_ID"
1,751827,11415,11251488,411063,8990,5257869,53661,1053,4106364,3850,9050,199452,"FI1C"
2,11560,10,288279,5654,5,114287,576,1,145554,0,0,0,"FI1D"
