"ID","count.11921","count.11922","count.11923","count.12111","count.12113","count.12121","count.12122","count.12123","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.12991","count.12992","count.12993","count.19911","count.19912","count.19913","count.19921","count.19922","count.19923","count.19991","count.19992","count.19993","count.91921","count.91922","count.91923","count.92921","count.92922","count.92923","count.92991","count.92993","count.99921","count.99922","count.99923","count.99991","count.99992","count.99993","count.12112","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","NUTS_ID"
1,243144,7064,1140964,58181,90004,34267,1,126337,447247,403,1766731,8635941,60261,33680430,187,5,584,12352,62,72181,896637,14416,4217769,531,27,2451,89632,1373,310403,811701,17562,3744666,412,536,488085,18879,2590548,24636,98,56764,0,0,0,0,0,0,0,"NO07"
2,0,0,0,619994,1230000,45672,13,436477,61146,21,582954,9908,9,313507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,20636,6,100238,7682,3,270701,"SE33"
