"ID","count.11913","count.11993","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12991","count.12993","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.91913","count.91993","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99993","NUTS_ID"
1,119,152,2760607,265952,23853692,1196110,70971,10735231,333007,39743,3524466,12,4806,29536,909,394323,662,10,10687,33836,1801,497133,53,2,140165,16247,996393,18595,848,144704,129091,9926,1272779,10372,139,114494,3367,7,46066,70430,3595,1051119,89,6071,"SE32"
