"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.39111","count.39112","count.39113","count.39311","count.39312","count.39313","count.39911","count.39912","count.39913","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92992","count.92993","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,2994829,1735824,12723794,167804,109669,2200611,20012,16968,35336,43711,38904,379627,2632082,1811585,6236341,9949,6336,45131,43003,37282,124926,22080,20433,184231,3070,1630,21424,1871,4902,12995,787054,578822,1182292,231194,295311,356628,489,833,1178,5803526,8267164,16878955,955266,1292098,1989435,23512,32778,135780,11566,12695,36180,10944,9889,5662,2119,2637,10047,157673,144434,577165,28657,35957,44774,8638,3888,35091,158553,126245,128337,113017,152340,98844,26435,22971,16496,43,28,12,7199,4593,13353,452,979,236,26302,14304,33410,829,388,53,"FRD1"
