"ID","count.11911","count.11912","count.11913","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.19991","count.19992","count.19993","count.91911","count.91912","count.91913","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.99993","NUTS_ID"
1,1314555,263343,2528769,2738090,253962,16278993,5151,313,122224,7,2,313,2851,2796,122319,167566,15265,856426,25750,1291,330504,52,"CY00"
