"ID","count.11921","count.11922","count.11923","count.12921","count.12922","count.12923","count.11911","count.11912","count.11913","count.12911","count.12912","count.12913","NUTS_ID"
1,6523857,241941,17495634,397898,49081,987747,0,0,0,0,0,0,"BA01"
2,6662639,478440,17677062,2271958,261012,8486235,659984,140794,1625119,1866616,469049,6865691,"BA02"
3,26024,929,96471,0,0,0,0,0,0,0,0,0,"HR03"
4,738223,72114,5036505,1470669,225639,5602893,0,0,0,1563430,420965,11585381,"HR02"
