"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12913","count.11211","count.11212","count.11213","count.12211","count.12212","count.12213","count.12912","count.31111","count.31112","count.31113","count.31311","count.31313","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","NUTS_ID"
1,130664,1243,213638,16960,25,34402,1352,83,3492,101763,743,284199,48817,117,214510,18,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES61"
2,533656,21317,1723948,453036,9544,697176,10063,52,57940,24709644,740509,43572804,10778453,169771,12226984,352893,1616462,753,122,7298,7312,94,24421,12090,803,1,6880,3,1679,277303,14239,252646,396499,11684,259840,"PT1C"
