"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12221","count.12222","count.12223","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.32111","count.32112","count.32113","count.32911","count.32912","count.32913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99913","count.11313","count.11321","count.11323","count.12921","count.12923","NUTS_ID"
1,3196999,1864190,13145897,1154120,541691,8194267,638124,259824,1460479,3802,177,2723,11575,5936,62142,2694,585,39221,2211257,4285425,34861402,683,703,265,375733,248244,1690615,2402,324,2063,102020,150416,1347632,77,1,4317,38366,82654,468364,5220,2183,34997,6389,3844,463341,3,31,2144,72,0,0,0,0,0,"ITH5"
2,440462,102224,3518992,1087930,158826,13375223,37399,6433,225580,40860,9691,124469,6519,1952,57082,9357,1043,90844,526910,247197,1940712,33146,10049,412072,6008,2976,28539,3894,1894,7247,71415,25978,385577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,258,9496,7,1715,"ITI1"
