"ID","count.11111","count.11112","count.11113","count.11121","count.11123","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19911","count.19912","count.19913","count.19921","count.19922","count.19923","count.91911","count.91912","count.91913","count.91921","count.91922","count.91923","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.99911","count.99912","count.99913","count.99921","count.99922","count.99923","count.99993","count.91111","count.91112","count.91113","count.92111","count.92112","count.92113","NUTS_ID"
1,65563,13,70327,13332,26974,829192,1399,1295974,1020333,4591,2350188,420588,90,663238,45363,24,106463,5444412,13201,14115254,7534844,12408,21952474,11743,1039,210662,290467,3840,1135202,8702,5,34882,17832,26,116445,41492,1197,316907,410940,1862,1383682,4615,204,139825,76000,1666,663768,16,0,0,0,0,0,0,"NO07"
2,1437380,561,2191479,765,17125,54026,100,994976,0,0,1325,5339421,1783,12153260,87544,31,225928,182600,307,8093380,10468,11,454155,0,0,0,0,0,0,1178,6,285780,0,0,0,743,2,211555,0,0,0,0,0,0,0,0,0,0,16164,13,72568,1795,1,20707,"SE33"
