"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,1344235,1209,12898790,652396,410,4824521,40398,46,1761128,4603229,390028,39486683,2835011,281653,24753709,244477,9681,5870170,"SE33"
2,0,0,0,0,0,0,0,0,0,1129,0,1097,0,0,0,0,0,0,"SE32"
