"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31911","count.31912","count.31913","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.12921","count.12922","count.12923","NUTS_ID"
1,91615,253784,1997169,1598395,896682,7638763,18337,52648,186438,38017,68114,163894,3977,3140,89649,3608,1605,52935,33025,74545,309893,94144,31339,92442,35941,53054,183030,4264,3181,2110,987,1681,39173,154984,192867,978368,496393,599095,1384743,10063,16766,58538,41731,45308,78211,949,420,18831,201,433,6366,4812,3736,31952,4241,1576,7038,0,0,0,"AT12"
2,156102,80428,491899,2867721,613554,18035973,8716,4814,7727,3597,4199,12204,1061,832,4923,147322,6875,1280624,183258,52014,769666,3842900,907762,10772016,2637,948,5658,2202,2367,7931,569,512,4603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17640,3397,107056,"AT22"
3,249558,388733,4976404,2907750,2659821,27442354,15864,19782,267804,35810,102493,370747,22397,15610,261920,57912,30885,992172,1461,8465,22348,2179,2287,21894,598,3230,8172,0,0,0,6,182,2730,0,0,0,50228,73504,86475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,485,229675,"AT31"
