"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12131","count.12132","count.12133","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12931","count.12932","count.12933","NUTS_ID"
1,922003,6979,4986489,105959,1423,250303,2885,37,17078,10472929,514124,41671993,5253441,891419,28474386,365182,8946,3576456,174530,11299,909493,237101,22407,842170,"RO22"
2,0,0,0,0,0,0,0,0,0,485,68,208184,0,0,0,204,17,72010,0,0,0,0,0,0,"RO21"
