"ID","count.11111","count.11113","count.11311","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11112","count.11312","NUTS_ID"
1,28263,17893,277,353,382853,16,472566,218818,1178,414494,162062,41,188173,5212,271,32733,2055873,5010,4762262,655854,202,772096,0,0,"NO06"
2,1467939,9855800,1798433,9170561,78139,951,2560749,6249393,21470,27482343,298427,1615,303771,3842074,28827,21310638,220836,1716,5090977,559,0,12441,6120,19721,"SE32"
