"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12121","count.12122","count.12123","count.12323","NUTS_ID"
1,338370,262334,2712009,282102,166361,1967227,19711,9557,271799,2458943,1214588,15372598,1750419,823389,13465748,143632,45871,2008569,0,0,0,0,"DED2"
2,484,239,9856,16,0,20,0,0,0,605512,97941,1073675,166568,31307,267603,3500,655,12271,0,0,0,0,"CZ04"
3,95113,21398,483327,79904,20595,617871,4612,326,102841,1063099,332023,4796166,672006,199547,5011926,193806,62485,1330264,0,0,0,0,"DE40"
4,0,0,0,0,0,0,0,0,0,679021,262597,1058505,60268,19332,145001,0,0,0,593,1,38132,0,"CZ05"
5,64731,6395,429585,74272,7884,772995,4373,344,128933,1308327,162243,5605906,1007697,135143,6940804,30082,2137,237068,2599,27,90827,690,"PL51"
6,158038,25197,467051,176014,22669,788390,1049,159,18370,1264657,193206,4929187,1830433,294474,9697325,38985,3308,144793,0,0,0,0,"PL43"
