"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.91991","count.91993","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99213","count.99911","count.99912","count.99913","NUTS_ID"
1,2376284,486049,12754357,1119926,293077,5150176,29870,7023,288159,184148,72831,1665699,118331,35629,912762,5610,1915,162733,47140,12378,268143,1918,603,5700,32460,3863,219211,177861,23676,731000,11833,2946,62715,30107,3324,388024,430,1414,2276,1472,22894,115,113,2706,2332,1396,43555,4422,512,34945,795,11856,14607,651,143255,"ES53"
