"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19113","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99913","NUTS_ID"
1,68388,11947,525880,62791,7221,740611,3225,502,125577,5642566,511657,69525422,838799,29292,13974686,229319,18724,7351663,1196,15089,1056,24,20217,8938,2016,141192,1743,9,60235,123,"SE31"
