"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.19993","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91311","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92311","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99993","count.99311","count.99312","count.99313","count.99991","count.99992","NUTS_ID"
1,2297505,648664,23313421,236272,94243,995341,9663,447,226612,44744,11498,817293,1933357,1067261,13533830,140209,55293,590077,187,21,27978,49020,30390,540764,48545,22051,472746,93,337,7070,8778,4623,224735,41,72035,23604,979787,1605,348,6094,210,3033,18620,5713,308366,163707,57763,1276160,1348,324,13193,9,1748,40387,12051,299977,5851,1378,93152,10278,2386,230182,5415,0,0,0,0,0,"EL64"
2,742470,103843,5163680,39801,8294,94169,6530,2011,110215,3200,105,11695,993325,200988,6111979,17190,3243,67203,5633,373,46330,54410,11178,198971,2812,474,38855,0,0,0,2511,3390,101201,5,0,0,0,0,0,0,0,0,0,0,0,70534,14983,1731307,128,14,958,6,4994,5532,2673,414232,33056,7968,461153,9487,8186,342040,18651,5,1,8509,152,24,"EL61"
