"ID","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.19991","count.19993","count.32111","count.32112","count.32113","count.32911","count.32912","count.32913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","NUTS_ID"
1,1163161,27926,2547905,142150,11213,122578,381,2119,76642,6512,190487,119804,29902,101313,3991,4255,4678,12357,438,48095,1,1645,56311,590,137469,5329,59,7617,491266,18643,572320,179335,18589,83670,119927,11760,284286,318842,77245,380673,123363,27414,141639,309754,33468,553144,2164,29,14864,0,0,0,0,0,0,0,0,0,"EL42"
2,2956,33,33302,1225,0,8708,0,0,777,5,20766,0,0,0,0,0,0,221,5,8462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6378,316,44733,1412,24,6201,2244,74,11848,"EL64"
