"ID","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.11921","count.11923","count.12123","count.12921","count.12922","count.12923","count.19911","count.19912","count.19913","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.99911","count.99912","count.99913","NUTS_ID"
1,219486,511,1126380,54538,379,1405161,4171008,31079,9881734,460859,3151,3840860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FI1D"
2,209376,292,289842,4071038,11132,9526379,317050,208,491900,11296769,35748,29164484,2249,848,2032,275178,1546,5323240,132231,877,639268,266713,1321,719986,3309,1,72364,72388,839,347798,"NO07"
3,343191,398,796408,3815,55,3095,4248073,6182,5731950,218523,430,887220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE33"
