"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.11921","count.11923","count.11922","NUTS_ID"
1,474827,353864,4547643,26399,15886,231096,1284,2001,20306,14184,12285,164052,2649,830,22614,150,596,4225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AT11"
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7236,799,32388,2406,45,8226,239343,10578,1186084,7239,522,21562,368,573,5540,0,0,0,"AT21"
3,3281500,2107746,24275504,1064708,607942,6251165,41137,25832,535814,617471,395688,2824376,318116,127258,898419,881,1269,36813,231178,74066,1166224,161874,96182,627579,1057765,75833,6247909,155621,30977,547542,1438,236,24664,7,2493,0,"AT22"
4,32097,8375,379951,183,31,15460,0,0,0,30982,22955,389638,2546,608,77892,873,1872,11193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HU22"
5,234,52,564,0,0,0,225,64,565,10896,3091,75785,0,0,0,44617,37657,577273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HR06"
6,519752,275894,1420141,8924,6800,37024,3931,2007,27824,1571510,2045703,15758729,21461,33939,247110,75840,66148,719003,470099,126932,2370399,28697,8410,92164,1248771,508209,8728598,71038,47656,283200,9527,6621,98725,386,1930,192,"SI03"
