"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.19993","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,72162,3692,1015334,11655,172,37434,34745,723,380468,1102,29,14014,2412,213,100225,3121,95,41592,5013,54,125630,9419,453,55642,2670,44,112591,6,11063,188,468271,2721,59,22255,3234,55,224623,1081,65,51332,4052,59,60973,3084,51,44461,72012,601,403725,3569,88,24911,16094,515,428526,469,4,8074,"EL42"
2,66839,120,174056,2261,91,23931,0,0,0,11612,19,139202,2829,117,71819,0,0,6800,0,0,10,0,0,0,55,5,10268,0,23468,36,56261,2206,45,43144,2845,3,14199,2381,127,49496,12230,215,134197,59,0,5731,709,6,18084,1775,5,24565,16187,3,160714,0,0,0,"EL43"
