"ID","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.12311","count.12312","count.12313","count.31211","count.31212","count.31213","count.31911","count.31912","count.31913","NUTS_ID"
1,2990,4044,37393,3540,1570,42609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRB0"
2,3046110,1966275,45440488,94682,26443,528928,155891,108260,3008103,221655,211317,2239185,251366,94084,1866711,3583,980,27956,46624,14374,461583,575,109,420,130,172,505,0,0,0,0,0,0,0,0,0,"FRE2"
3,1047252,440421,14236752,229606,37533,1240538,65106,33790,602575,3125,1901,94366,352744,129500,2904610,3771,2398,36512,78458,20620,694393,0,0,0,0,0,0,2156,536,35983,0,0,0,0,0,0,"FR10"
4,1242000,867839,7967928,4917,3440,38488,66373,53238,765594,142623,111246,770512,70743,32248,519646,801,275,2294,4025,1660,29169,949564,734563,2221125,240211,178870,603562,2261,858,37826,13143,9447,96910,2269,1626,9405,"FRD2"
