"ID","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.31121","count.31122","count.31123","count.31321","count.31322","count.31323","count.31921","count.31922","count.31923","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32921","count.32923","count.19121","count.19122","count.19123","count.19321","count.19323","count.19921","count.19922","count.19923","count.31111","count.31112","count.31113","count.32111","count.32112","count.32113","count.32922","count.39121","count.39122","count.39123","count.39921","count.39922","count.39923","count.91121","count.91122","count.91123","count.91921","count.91922","count.91923","count.91991","count.91992","count.91993","count.92121","count.92122","count.92123","count.92321","count.92322","count.92323","count.92921","count.92922","count.92923","count.99121","count.99122","count.99123","count.99921","count.99922","count.99923","count.99991","count.99993","NUTS_ID"
1,294703,9320,160270,28973,686,25590,2171,3,3088,401395,8736,1233594,123915,3533,427197,543,11,1187,1695181,121411,468331,14246,1066,3562,32431,1113,28139,149388,3757,318744,4526,19,7931,535,35248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IE04"
2,3213028,256358,1136578,1491,40,4,347084,13879,425451,9364655,616776,6463840,674115,21624,771084,114706,21635,445275,17429202,2408955,3834611,277655,35964,61903,203075,14982,260694,18357036,2156265,6070453,404338,26874,399467,216126,125422,5950,540,26534,3,180,4053,117,40409,1193678,237401,147769,139425,33319,17937,28734,11136,1005,41094,5370,271,53094,369923,38371,79060,107722,15700,88288,495,118,38,721679,145360,137650,21173,2214,8113,138206,28455,37588,4440,238,17853,6321,281,47411,18,25,"IE05"
