"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","NUTS_ID"
1,1577429,225427,6917755,25080,9338,386001,152389,19397,634360,8284,602,56674,790827,104167,2690185,1925,922,12537,111244,20584,437349,21859,3248,191816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRB0"
2,4114698,761873,16771847,8220,1882,61397,532376,98730,1502457,36722,1993,168153,7243910,2288644,17008306,369,649,609,1728552,649020,2617679,145750,36207,893806,1640040,367423,4853460,812,7,1681,190701,39188,263579,20987,1631,33929,1719316,570579,3805469,540877,226004,780461,24740,8397,66526,"FRG0"
3,620858,145737,5556071,17805,4789,190126,10840,1299,18781,6942,422,47177,1277345,181042,2168084,887,81,4383,199483,36164,190003,6086,647,20192,11185,940,7279,0,0,0,1946,86,548,0,0,0,1144546,228981,1148177,232676,65008,212119,4917,340,6953,"FRI3"
