"ID","count.11111","count.11112","count.11113","count.11311","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.91111","count.91112","count.91113","count.91911","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","NUTS_ID"
1,3464,73,53987,182,10567,1680,28,555550,16029983,4087168,70353198,471738,158289,3497224,173083,23355,1195959,217,1,6114,462,2535074,24897,5389,170509,1393,7,640409,"EE00"
