"ID","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","NUTS_ID"
1,1033152,252786,4430096,11433,397,226305,1294150,325045,4892048,417,402,41232,"BA01"
2,1063398,176583,3647373,28362,109,149350,1364607,825788,10082892,0,0,0,"BA02"
3,196192,52916,605112,0,0,0,577626,295795,2809450,0,0,0,"BA03"
4,0,0,0,0,0,0,653470,224746,12735418,0,0,0,"HR02"
5,63563,18821,1080865,0,0,0,692136,301339,18455963,0,0,0,"RS12"
6,1743582,748494,8624949,0,0,0,1725396,1246296,17301946,0,0,0,"RS21"
