"ID","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12221","count.12222","count.12223","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19923","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92211","count.92212","count.92213","count.92221","count.92222","count.92223","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.99123","count.99213","count.99911","count.99912","count.99913","count.99921","count.99922","count.99923","count.11221","count.11222","count.11223","count.19121","count.19122","count.19123","count.19221","count.19222","count.19223","count.19921","count.19922","count.91121","count.91122","count.91123","count.91221","count.91222","count.91223","count.91921","count.91922","count.91923","count.92991","count.92992","count.92993","count.99121","count.99122","count.99221","count.99222","count.99223","count.99991","count.99992","count.99993","NUTS_ID"
1,475529,56249,3837849,4697,1798,23142,8479,2407,259002,169253,803911,7326352,248674,686287,6237362,2209,11704,154412,9569,43163,507576,120,91,152,8037,32793,260103,9628,33431,324941,290,4481,26338,303227,13887,31523,600477,306,1536,10552,465,3665,87370,1367,713,5907,2638,6564,214021,65,6,358,70,2367,86,53,5615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITH3"
2,2084994,330351,24275699,180,262,4494,50333,7757,1006438,0,0,0,1315693,3915894,27072051,0,0,0,20894,86786,707769,0,0,64,0,0,0,111529,187690,2070855,58776,0,0,0,11513,41622,541916,0,0,0,2458,16783,113051,0,0,0,1534,4909,111429,28325,0,0,0,0,2742,4805,103190,530,491,8604,2481,2644,50125,152,160,4902,1955,3449,124,76,30928,4,11,763,89,289,8149,20,141,7474,1431,2887,442,3127,13756,22,117,16060,"ITH4"
3,271990,26658,2603226,1907,37,43703,38507,880,172112,0,0,0,109120,58973,797716,0,0,0,586,99,1825,237,210,6406,0,0,0,4365,1769,29025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,501,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SI04"
