"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12991","count.12992","count.12993","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92992","count.92993","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,5840304,492689,39364991,381869,20091,2611372,289413,16543,3336413,321,30,1344,3986,1075,43432,1167,9,19218,19242,515,149579,27417,1722,192208,24181,1172,238449,42456,530,495444,283,1,4560,6793,496,49791,15801,1501,135216,68388,1482,1028656,701,6,34932,"FI1B"
2,2734736,398088,22107637,715135,73107,5572185,66023,7243,1325943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FI1C"
