"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.92991","count.92992","count.92993","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,68088,2522,1699789,2596,142,6208,21,14979,3999,437,95751,323934,17149,1742346,3774,118,6409,10004,517,125466,1154,102,17940,32,4,713,1622,125,49583,28955,275,199800,19728,99,79897,32137,610,302544,13617,549,212372,18,1,301,657,62,14484,2972,154,52163,"ITI1"
