"ID","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.31111","count.31112","count.31113","NUTS_ID"
1,6679,1025,36498,62,129,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC0"
2,0,0,0,0,0,0,18022,4005,55903,10131,2302,5268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRF1"
3,0,0,0,0,0,0,90,2,3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRF2"
4,1124194,449858,5361995,136799,46327,970649,15345272,5154634,56056247,966374,570515,3747859,16376,6943,125797,235933,67133,1725151,1382,1734,22166,297420,50169,1302675,602,235,4523,308953,120750,3648163,5173,1065,33045,227106,250287,1006880,60670,34345,216981,6361,2391,86288,26850,2610,27396,"FRF3"
