"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11223","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19213","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","count.11311","count.11313","count.12921","count.12923","NUTS_ID"
1,417461,63321,7794800,22441,328,1292171,174204,20342,1107703,7500,19129,2183,118528,1139734,221076,17491130,4446,49,379635,227479,43740,1630857,158,1,54837,45156,9383,512547,229,4,16425,12,304,83,14,12387,261531,50551,2791538,63744,7630,492418,9970,1993,50746,228026,79446,2490591,15310,5781,145568,14912,2089,66174,3771,1008,49332,413,354,829,553,7,26791,61101,6004,615072,17078,311,98430,14917,1479,313450,3,18289,125,2,1171,2028,35,32841,411,3,1005,0,0,0,0,"ES51"
2,99504,10392,3175607,4755,62,284698,10567,4160,258637,0,476,3,19763,679000,36639,6382619,144547,1573,827064,141603,11546,722668,3,0,6670,16208,2027,151905,0,0,0,107,223,135,0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3997,22,32615,1032,6,13118,516,12,27486,38022,2616,169123,25746,3939,109235,5961,263,56344,0,193,259,1,2776,218,2,13499,0,0,0,13,818,20682,56318,"FRJ1"
