"ID","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.92911","count.92912","count.92913","count.99911","count.99913","NUTS_ID"
1,17116,1245,340632,255,12,12804,6531,657,87726,72,2599,"ITG1"
