"ID","count.11921","count.11922","count.11923","count.11911","count.11912","count.11913","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19911","count.19912","count.19913","count.19921","count.19922","count.19923","count.19993","count.91911","count.91912","count.91913","count.91921","count.91922","count.91923","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.99911","count.99912","count.99913","count.99921","count.99922","count.99923","count.99993","NUTS_ID"
1,80241,1845,283625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BA01"
2,1882882,43899,14614071,196569,2918,3637207,2510,27,125721,2635,1,79621,25898,526,639631,12588,129,137799,4855,142230,268,2589157,176235,1180,2208935,2259,17,155595,664,17,42586,41376,164,1803065,7255,13,134182,20396,"HR03"
