"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,2417139,304466,14196151,1214782,221301,10188671,16325,1300,405620,0,0,0,0,0,0,0,0,0,0,0,"PL63"
2,122927,13059,1133605,84739,12151,1046589,92,33,4875,0,0,0,0,0,0,0,0,0,0,0,"PL41"
3,9191902,2308208,37962861,1530395,345971,8133001,138669,30228,1575118,589,245861,104117,521719,14538,3194,328455,2533,12,12,20067,"PL42"
