"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11311","count.11313","count.11911","count.11912","count.11913","NUTS_ID"
1,104252,98021,1314109,151,167,682,482,181,23929,0,0,0,0,0,0,0,0,"HU31"
2,5674913,1899794,35263702,51255,4675,44070,69877,22327,625465,11102,1259,51181,706,1794,30,232,9823,"HU32"
3,454939,167582,2316313,0,0,0,4907,4458,83349,0,0,0,0,0,0,0,0,"SK04"
4,4921867,744676,14738489,21863,1122,321922,92832,14639,301200,62806,8228,210897,0,0,866,81,9046,"RO11"
