"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12313","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","NUTS_ID"
1,410221,144346,3017362,1213,3,59146,8037,5740,72452,3291942,1799790,33048216,24,10114,71969,30991,626817,0,0,0,"HU23"
2,0,0,0,0,0,0,0,0,0,5435,10146,176773,0,0,246,663,24250,0,0,0,"HU33"
3,0,0,0,0,0,0,46256,25098,1090329,48420,37827,693522,0,0,3341358,2355994,47881461,15377,1720,1646742,"HR02"
