"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,3188369,2436094,4106604,828537,362072,3374689,6196,1568,14490,"PL92"
2,14842850,3872511,34204035,3367416,791329,20738006,330270,46022,5224708,"PL62"
3,380061,473287,575289,141235,155346,537270,658,490,598,"PL84"
