"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19313","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,142965,95906,336087,69411,39326,76982,988,567,6143,9009665,3995071,21561076,4677005,2841237,6792792,221336,71390,1362463,213,11,1056,25,1142,458,5120,591205,358463,2058315,154487,95914,330596,14364,5693,59548,4432389,3229066,11609540,4517096,4434063,8118399,88798,43975,383049,1040,2529,7543,477770,336216,765843,159084,123409,114728,67862,54614,235511,61,179,4505,553,44,5057,"FRG0"
2,0,0,0,0,0,0,0,0,0,203078,59774,462152,209824,78966,354178,10863,1383,17440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85292,22158,165263,117014,30014,256043,2125,544,4844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRH0"
3,0,0,0,0,0,0,0,0,0,43529,13747,40333,25341,7817,17941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15324,6228,14378,34216,11255,37390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRI3"
