"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11911","count.11912","count.11913","NUTS_ID"
1,24352,25132,128360,569,709,8425,9290842,7417449,40487503,2260934,1472154,17379267,152087,17840,652948,0,0,0,"PL92"
2,0,0,0,0,0,0,239923,64075,678135,70602,16837,946044,1059,37,14873,0,0,0,"PL62"
3,0,0,0,0,0,0,80,0,4,0,0,0,0,0,0,0,0,0,"PL84"
4,38322,7016,102260,2317,444,9866,4234499,691418,11803630,177935,31658,688839,109146,28662,716248,1566,286,5648,"PL91"
