"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","NUTS_ID"
1,161666,69474,134521,676,11,16209,1424,2321,4396,333096,81754,550843,22611,18,187022,45716,17255,64273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CZ05"
2,288966,85482,905716,46003,226,252220,25270,8223,124993,2601443,657410,7401048,224690,7484,2776247,169779,28691,620233,1022,1,3025,3148,669,9859,7394,90,62283,6187,2004,55633,1701,1,8298,"CZ07"
3,137494,35764,735273,36906,564,412964,13091,2195,15217,4065551,1063883,11905963,12527,41,722919,185799,36262,526036,0,0,0,952,62,2890,0,0,0,19509,9637,172423,0,0,0,"CZ08"
4,237807,22338,919351,0,0,0,1,0,7502,1244226,168910,10292006,93752,395,1267941,76580,3056,408542,0,0,0,14,1,1129,9033,4,39372,12363,992,123219,0,0,0,"PL51"
5,583405,95553,6465453,0,0,0,9362,898,138298,2405174,898385,33792986,0,0,0,27808,4410,737545,0,0,0,35517,2530,243732,0,0,0,85570,11158,768802,0,0,0,"PL52"
6,53,64,411,0,0,0,0,0,0,16921,28217,524067,0,0,0,83,775,1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PL22"
