"ID","count.11111","count.11112","count.11113","count.11131","count.11132","count.11133","count.11211","count.11212","count.11213","count.11231","count.11232","count.11233","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12111","count.12113","count.12131","count.12132","count.12133","count.12211","count.12212","count.12213","count.12231","count.12232","count.12233","count.12911","count.12912","count.12913","count.12931","count.12932","count.12933","count.19233","count.19931","count.19933","count.91131","count.91132","count.91133","count.91231","count.91232","count.91233","count.91931","count.91932","count.91933","count.92131","count.92132","count.92133","count.92231","count.92232","count.92233","count.92931","count.92932","count.92933","count.99931","count.99932","count.99933","count.32231","count.32232","count.32233","count.32931","count.32932","count.32933","NUTS_ID"
1,53581,198,941927,55772,334,702441,90850,3354,1505978,1066836,24117,11647077,3494,353,71347,26119,1249,559132,1200,9574,53382,26657,1092107,19722,608,538169,1041326,68020,11287009,417,1,7958,66458,4865,1278301,1489,18,2274,81,95,1408,13586,675,158345,932,1,30255,4496,2818,150902,32873,2657,474214,7679,198,227840,379,69,2045,0,0,0,0,0,0,"ES52"
2,1287,0,103038,30480,17,1089956,10729,6,79958,1240037,29491,25268230,0,0,0,21337,1185,573236,2,3039,14928,2409,654568,0,0,0,1268324,53881,18470031,0,0,0,61335,5982,951425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4154,687,49426,5910,604,115146,372,0,38753,29011,3372,1735665,1201,222,64277,"ES62"
3,0,0,0,2402,117,68606,0,0,0,215078,35734,3182427,0,0,0,1076,34,13719,0,0,689,102,14787,0,0,0,81393,7427,1215322,0,0,0,4425,383,23863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES42"
