"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.11921","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12221","count.12222","count.12223","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32911","count.32912","count.32913","NUTS_ID"
1,2286858,854413,23720002,47455,5423,765014,1072651,524380,22260817,122269,16628,566903,1126,1475,2403052,683229,19706460,342680,3358,1249464,234092,120177,3767731,702,64,6734,95889,6202,269198,45383,21,60799,80896,82566,832253,54382,58226,680594,171,160,2486,126174,85841,1554416,72103,41223,760524,7235,3442,81506,"ES51"
2,938662,131019,1925054,3824,0,2099,1624,628,39832,168521,292,141169,2045,7155,1924254,136235,4999943,319817,9183,258190,6412,3082,79422,0,0,0,198386,3199,219720,46680,2,65559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRJ1"
3,905,339,2126,0,0,0,0,0,0,155,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRJ2"
