"ID","count.11111","count.11112","count.11113","count.11911","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11311","count.11313","count.11912","NUTS_ID"
1,17228,716,84358,1,86,800868,165182,7135142,2176,1248,46576,12866,6074,430991,0,0,0,"BG31"
2,203914,1872,777353,177,80409,12825760,1801315,52810095,592909,86340,2974751,136728,43364,1487984,894,5627,111,"RO41"
3,26397,99,172634,0,0,663,0,21053,0,0,0,0,0,0,581,4898,0,"RO42"
4,34904,1215,72618,1135776,3097132,121170,10639,504405,0,0,0,2706564,213026,9289054,0,0,54057,"RS22"
