"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19213","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.91993","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92313","count.92911","count.92912","count.92913","count.92993","count.99111","count.99112","count.99113","count.99213","count.99911","count.99912","count.99913","count.99993","NUTS_ID"
1,184518,30726,1955475,36461,525,82276,3023,765,498860,13772,327,83881,1414025,132880,7771807,85887,2769,190686,295,10,1023069,76394,3401,506820,75,1,5904,180,728,1,18662,89839,44070,544268,2281,1169,1750,479,728,59020,293059,134977,1262080,12623,3073,15104,270,144,130687,1080,16,33904,15084,278,95138,679,13,2922,8215,1527,77062,422,390956,12768,2288146,44811,69,71450,19150,13397,385,309189,1645,252,13,22818,1023,1253,275,117672,2624,"ITG2"
